Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,07/03/2025,"TWILIO INC TWILIO.COM CA                     07/02",-90.29,DEBIT_CARD,7504.56,,
DEBIT,07/02/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250702 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023133270 EED:250702   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   74984848 TRN: 1833133270TC",-200.00,MISC_DEBIT,7594.85,,
DEBIT,07/01/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250701 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020518343 EED:250701   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   74923691 TRN: 1820518343TC",-200.00,MISC_DEBIT,7794.85,,
DEBIT,07/01/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000011226663 EED:250701   IND ID:ST-B1K7Q2Y6T5J2              IND NAME:GABRIEL GOERTZEN TRN: 1821226663TC",-174.17,ACH_DEBIT,7994.85,,
DEBIT,07/01/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 25318148426 reference#: 9318148426RX 07/01",-500.00,ACCT_XFER,8169.02,,
DEBIT,06/30/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,8669.02,,
DEBIT,06/30/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 06/30",-64.71,DEBIT_CARD,8684.02,,
DEBIT,06/30/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              06/28",-100.00,DEBIT_CARD,8748.73,,
DEBIT,06/30/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 06/28",-10.50,DEBIT_CARD,8848.73,,
DEBIT,06/30/2025,"STEALTH MANAGER STEALTHMANAGE FL             06/27",-600.00,DEBIT_CARD,8859.23,,
DEBIT,06/30/2025,"ADSPY LONDON                                 06/27",-149.00,DEBIT_CARD,9459.23,,
DEBIT,06/30/2025,"TWILIO INC TWILIO.COM CA                     06/27",-90.00,DEBIT_CARD,9608.23,,
CREDIT,06/27/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000027843814 EED:250627   IND ID:ST-C9I4C1Y0V2Q0              IND NAME:GABRIEL GOERTZEN TRN: 1787843814TC",2514.03,ACH_CREDIT,9698.23,,
DEBIT,06/26/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              06/25",-100.00,DEBIT_CARD,7184.20,,
CREDIT,06/26/2025,"ORIG CO NAME:Upwork Escrow In       ORIG ID:4371551996 DESC DATE:       CO ENTRY DESCR:EDI PYMNTSSEC:CCD    TRACE#:091000019875501 EED:250626   IND ID:RF821061073                  IND NAME:Gabriel Goertzen                                                                                             EDI TRN: 1779875501TC",215.99,MISC_CREDIT,7284.20,,
DEBIT,06/25/2025,"ORIG CO NAME:IRS                    ORIG ID:3387702000 DESC DATE:062525 CO ENTRY DESCR:USATAXPYMTSEC:WEB    TRACE#:061036011815223 EED:250625   IND ID:222557624393662              IND NAME:GABRIEL GOERTZEN TRN: 1761815223TC",-394.00,ACH_DEBIT,7068.21,,
DEBIT,06/25/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 06/25",-10.50,DEBIT_CARD,7462.21,,
CREDIT,06/25/2025,"ORIG CO NAME:STRIPE                 ORIG ID: 800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:043305131726945 EED:250625   IND ID:ST-V0B8S9L5H5O8              IND NAME:GABRIEL GOERTZEN TRN: 1761726945TC",460.20,ACH_CREDIT,7472.71,,
DEBIT,06/24/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000012839284 EED:250624   IND ID:ST-N5B8Q0V2S2D3              IND NAME:GABRIEL GOERTZEN TRN: 1752839284TC",-65.67,ACH_DEBIT,7012.51,,
CREDIT,06/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID: 800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:043305134192157 EED:250624   IND ID:ST-M8R0C1S5C0U8              IND NAME:GABRIEL GOERTZEN TRN: 1754192157TC",1381.20,ACH_CREDIT,7078.18,,
DEBIT,06/23/2025,"WEBFLOW.COM WEBFLOW.COM CA                   06/21",-29.00,DEBIT_CARD,5696.98,,
DEBIT,06/23/2025,"TWILIO INC TWILIO.COM CA                     06/21",-90.95,DEBIT_CARD,5725.98,,
DEBIT,06/20/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250620 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000027431373 EED:250620   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   74292844 TRN: 1717431373TC",-300.00,MISC_DEBIT,5816.93,,
DEBIT,06/20/2025,"MIRO.COM MIRO.COM CA                         06/20",-10.00,DEBIT_CARD,6116.93,,
DEBIT,06/20/2025,"NOTION LABS, INC. NOTION.SO CA               06/19",-22.00,DEBIT_CARD,6126.93,,
DEBIT,06/20/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        06/18",-297.00,DEBIT_CARD,6148.93,,
CREDIT,06/20/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026830844 EED:250620   IND ID:ST-V5U2Q0W3M9B2              IND NAME:GABRIEL GOERTZEN TRN: 1716830844TC",2670.29,ACH_CREDIT,6445.93,,
DEBIT,06/18/2025,"TWILIO INC TWILIO.COM CA                     06/17",-92.34,DEBIT_CARD,3775.64,,
DEBIT,06/17/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              06/17",-100.00,DEBIT_CARD,3867.98,,
DEBIT,06/17/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        06/16",-40.00,DEBIT_CARD,3967.98,,
DEBIT,06/17/2025,"CLOSEBOT.AI WWW.CLOSEBOT. WA                 06/16",-197.00,DEBIT_CARD,4007.98,,
CREDIT,06/16/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000013925586 EED:250616   IND ID:ST-A0C7J4Y6R9M7              IND NAME:GABRIEL GOERTZEN TRN: 1673925586TC",6050.23,ACH_CREDIT,4204.98,,
DEBIT,06/13/2025,"PK MEDIA LLC 120-64369549 WA                 06/12",-750.00,DEBIT_CARD,-1845.25,,
DEBIT,06/13/2025,"TWILIO INC TWILIO.COM CA                     06/12",-90.84,DEBIT_CARD,-1095.25,,
DEBIT,06/12/2025,"OVERDRAFT FEE FOR A $100.00 RECURRING CARD PURCHASE - DETAILS:       0610HIGHLEVEL INC. GOHIGHLEVEL.C TX      0############9655                                                                                           01247",-34.00,FEE_TRANSACTION,-1004.41,,
CREDIT,06/12/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000020567240 EED:250612   IND ID:ST-S7O1N6L3S7E5              IND NAME:GABRIEL GOERTZEN TRN: 1630567240TC",920.70,ACH_CREDIT,-970.41,,
DEBIT,06/11/2025,"OVERDRAFT FEE FOR A $85.67 ITEM - DETAILS: ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000016132702 EED:250610   IND ID:ST-F5Z4R6A6Q4X4              IND NAME:GABRIEL GOERTZEN TRN: 1616132702TC",-34.00,FEE_TRANSACTION,-1891.11,,
DEBIT,06/11/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              06/10",-100.00,DEBIT_CARD,-1857.11,,
DEBIT,06/10/2025,"OVERDRAFT FEE FOR A $945.00 ITEM - DETAILS: ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250609 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028785617 EED:250609   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   73570386",-34.00,FEE_TRANSACTION,-1757.11,,
DEBIT,06/10/2025,"OVERDRAFT FEE FOR A $1,000.00 ITEM - DETAILS: ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250609 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028785689 EED:250609   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   735712",-34.00,FEE_TRANSACTION,-1723.11,,
DEBIT,06/10/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000016132702 EED:250610   IND ID:ST-F5Z4R6A6Q4X4              IND NAME:GABRIEL GOERTZEN TRN: 1616132702TC",-85.67,ACH_DEBIT,-1689.11,,
DEBIT,06/09/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250609 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028785617 EED:250609   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   73570386 TRN: 1608785617TC",-945.00,MISC_DEBIT,-1603.44,,
DEBIT,06/09/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250609 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028785689 EED:250609   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   73571292 TRN: 1608785689TC",-1000.00,MISC_DEBIT,-658.44,,
DEBIT,06/09/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250609 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028785683 EED:250609   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   73571225 TRN: 1608785683TC",-1268.64,MISC_DEBIT,341.56,,
DEBIT,06/09/2025,"SENDBLUE.COM WWW.SENDBLUE. DE                06/09",-500.00,DEBIT_CARD,1610.20,,
DEBIT,06/09/2025,"SENDBLUE.COM WWW.SENDBLUE. DE                06/09",-1000.00,DEBIT_CARD,2110.20,,
DEBIT,06/09/2025,"ENZYM MEDIA LLC ENZYMMEDIA.CO WY             06/07",-490.00,DEBIT_CARD,3110.20,,
DEBIT,06/09/2025,"SLACK T07E9KEFKEH SLACK.COM CA               06/07",-69.43,DEBIT_CARD,3600.20,,
DEBIT,06/09/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        06/07",-497.00,DEBIT_CARD,3669.63,,
DEBIT,06/09/2025,"TWILIO INC TWILIO.COM CA                     06/06",-90.03,DEBIT_CARD,4166.63,,
DEBIT,06/06/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              06/06",-100.00,DEBIT_CARD,4256.66,,
CREDIT,06/06/2025,"REAL TIME PAYMENT CREDIT RECD FROM ABA/CONTR BNK-121000248  FROM: BNF-STRIPE PAYMENTS COMPANY REF: ST-ESO8YXDYAET1REWCE INFO: TEXT-RmtInf-ST-ESO8YXDYAET1REWCEV3V WAIZMEDIA LLC IID: 20250606121000248P1BPFAS49189227290 RECD: 21:04:45 TRN: 2264832157GE",4082.96,MISC_CREDIT,4356.66,,
DEBIT,06/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250605 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022198983 EED:250605   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   73448179 TRN: 1562198983TC",-257.23,MISC_DEBIT,273.70,,
DEBIT,06/04/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250604 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028630595 EED:250604   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   73405853 TRN: 1558630595TC",-51.00,MISC_DEBIT,530.93,,
DEBIT,06/04/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250604 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028630585 EED:250604   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   73405786 TRN: 1558630585TC",-73.00,MISC_DEBIT,581.93,,
DEBIT,06/04/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250604 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028630633 EED:250604   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   73406320 TRN: 1558630633TC",-75.00,MISC_DEBIT,654.93,,
DEBIT,06/04/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250604 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000028630643 EED:250604   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   73406518 TRN: 1558630643TC",-300.00,MISC_DEBIT,729.93,,
DEBIT,06/04/2025,"TWILIO INC TWILIO.COM CA                     06/04",-90.04,DEBIT_CARD,1029.93,,
DEBIT,06/03/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250603 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020949289 EED:250603   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   73337608 TRN: 1540949289TC",-205.22,MISC_DEBIT,1119.97,,
DEBIT,06/03/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250603 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020722006 EED:250603   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   73316221 TRN: 1540722006TC",-204.30,MISC_DEBIT,1325.19,,
DEBIT,06/03/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250603 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020722488 EED:250603   IND ID:Sent via Wise                IND NAME:Waiz Media                                                                                                   73316577 TRN: 1540722488TC",-236.00,MISC_DEBIT,1529.49,,
DEBIT,06/03/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000015030133 EED:250603   IND ID:ST-Z4J4I5D6E1J0              IND NAME:GABRIEL GOERTZEN TRN: 1545030133TC",-310.67,ACH_DEBIT,1765.49,,
DEBIT,06/03/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              06/03",-100.00,DEBIT_CARD,2076.16,,
CREDIT,06/03/2025,"REAL TIME TRANSFER RECD FROM ABA/CONTR BNK-021000021  FROM: BNF-Giannara Andrea Ferreira Gobbi Via  REF: 1360439873-GIANNARA  INFO: TEXT-  IID: 20250603021000021P1BRJPC03040234897 RECD: 20:19:00 TRN: 1832832154GA BREF: e0d5df48-d6d5-41ce-a336-911012e384a",192.96,MISC_CREDIT,2176.16,,
DEBIT,06/02/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 24960932659 reference#: 9960932659RX 06/02",-800.00,ACCT_XFER,1983.20,,
DEBIT,06/02/2025,"PK MEDIA LLC 120-64369549 WA                 05/30",-600.00,DEBIT_CARD,2783.20,,
DEBIT,05/30/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/30",-64.71,DEBIT_CARD,3383.20,,
DEBIT,05/30/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/29",-10.50,DEBIT_CARD,3447.91,,
DEBIT,05/30/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/29",-100.00,DEBIT_CARD,3458.41,,
DEBIT,05/30/2025,"TWILIO INC TWILIO.COM CA                     05/30",-90.02,DEBIT_CARD,3558.41,,
DEBIT,05/29/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        05/28",-40.00,DEBIT_CARD,3648.43,,
DEBIT,05/28/2025,"STEALTH MANAGER STEALTHMANAGE FL             05/27",-600.00,DEBIT_CARD,3688.43,,
DEBIT,05/28/2025,"ADSPY LONDON                                 05/27",-149.00,DEBIT_CARD,4288.43,,
DEBIT,05/27/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000010396650 EED:250527   IND ID:ST-J1P3P4S4Y2A8              IND NAME:GABRIEL GOERTZEN TRN: 1470396650TC",-260.67,ACH_DEBIT,4437.43,,
DEBIT,05/27/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/27",-10.50,DEBIT_CARD,4698.10,,
DEBIT,05/27/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/24",-100.00,DEBIT_CARD,4708.60,,
DEBIT,05/27/2025,"TWILIO INC TWILIO.COM CA                     05/23",-90.01,DEBIT_CARD,4808.60,,
DEBIT,05/23/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/22",-10.50,DEBIT_CARD,4898.61,,
CREDIT,05/23/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000029945129 EED:250523   IND ID:ST-R5D4D4P8A4X7              IND NAME:GABRIEL GOERTZEN TRN: 1439945129TC",920.70,ACH_CREDIT,4909.11,,
DEBIT,05/21/2025,"WEBFLOW.COM WEBFLOW.COM CA                   05/21",-29.00,DEBIT_CARD,3988.41,,
DEBIT,05/21/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/20",-10.50,DEBIT_CARD,4017.41,,
DEBIT,05/20/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000016208765 EED:250520   IND ID:ST-V4T6Y8C3U9F0              IND NAME:GABRIEL GOERTZEN TRN: 1406208765TC",-143.17,ACH_DEBIT,4027.91,,
DEBIT,05/20/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/20",-100.00,DEBIT_CARD,4171.08,,
DEBIT,05/20/2025,"MIRO.COM MIRO.COM CA                         05/19",-10.00,DEBIT_CARD,4271.08,,
DEBIT,05/20/2025,"NOTION LABS, INC. NOTION.SO CA               05/19",-22.00,DEBIT_CARD,4281.08,,
DEBIT,05/20/2025,"TWILIO INC TWILIO.COM CA                     05/19",-90.01,DEBIT_CARD,4303.08,,
DEBIT,05/19/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250519 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000026507589 EED:250519   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   72433878 TRN: 1396507589TC",-500.00,MISC_DEBIT,4393.09,,
DEBIT,05/19/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/19",-10.50,DEBIT_CARD,4893.09,,
DEBIT,05/19/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        05/18",-295.59,DEBIT_CARD,4903.59,,
DEBIT,05/19/2025,"CLOSEBOT.AI WWW.CLOSEBOT. WA                 05/16",-197.00,DEBIT_CARD,5199.18,,
DEBIT,05/19/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 05/16",-10.50,DEBIT_CARD,5396.18,,
DEBIT,05/19/2025,"CLOSEBOT.AI WWW.CLOSEBOT. WA                 05/16",-20.02,DEBIT_CARD,5406.68,,
DEBIT,05/19/2025,"TWILIO INC TWILIO.COM CA                     05/16",-90.05,DEBIT_CARD,5426.70,,
CREDIT,05/19/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000011884434 EED:250519   IND ID:ST-P1V0R3F3O8P7              IND NAME:GABRIEL GOERTZEN TRN: 1391884434TC",1381.20,ACH_CREDIT,5516.75,,
DEBIT,05/16/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250516 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022430861 EED:250516   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   72304242 TRN: 1362430861TC",-300.00,MISC_DEBIT,4135.55,,
DEBIT,05/15/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              05/15",-100.00,DEBIT_CARD,4435.55,,
CREDIT,05/15/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000020550418 EED:250515   IND ID:ST-M4Q5K4P3P9H5              IND NAME:GABRIEL GOERTZEN TRN: 1350550418TC",1694.30,ACH_CREDIT,4535.55,,
DEBIT,05/13/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 24748599668 reference#: 9748599668RX 05/13",-500.00,ACCT_XFER,2841.25,,
DEBIT,05/13/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000010182985 EED:250513   IND ID:ST-U6V2P7H0H3K2              IND NAME:GABRIEL GOERTZEN TRN: 1330182985TC",-310.67,ACH_DEBIT,3341.25,,
DEBIT,05/12/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250512 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023637218 EED:250512   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   71981830 TRN: 1323637218TC",-800.00,MISC_DEBIT,3651.92,,
DEBIT,05/12/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250512 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023637172 EED:250512   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   71981469 TRN: 1323637172TC",-820.00,MISC_DEBIT,4451.92,,
